task_category,assigned_to,creation_day,creation_month_num,is_weekend_creation,title_word_count,team_total_load_at_creation,developer_workload_at_creation,dev_historical_delay_rate,dev_avg_past_duration,is_delayed
research,Developer_F,Tuesday,10,0,7,44,0,0.3492063492063492,15.71732032627866,0
research,Developer_F,Tuesday,10,0,4,45,1,0.34375,15.471755642361112,0
research,Developer_F,Tuesday,10,0,7,44,0,0.3384615384615385,15.233734686609688,1
design,Developer_D,Tuesday,10,0,4,44,1,0.423728813559322,22.201527189265533,0
design,Developer_D,Tuesday,10,0,4,45,2,0.4166666666666667,21.83151485339506,0
design,Developer_D,Tuesday,10,0,5,46,3,0.4098360655737705,21.473632361870067,0
design,Developer_D,Tuesday,10,0,2,43,0,0.4032258064516129,21.127292226702508,1
design,Developer_D,Tuesday,10,0,3,44,1,0.4126984126984127,21.141133156966493,1
design,Developer_D,Tuesday,10,0,8,45,2,0.421875,21.154540292245372,0
design,Developer_D,Tuesday,10,0,4,46,3,0.4153846153846154,20.919478632478636,0
design,Developer_D,Tuesday,10,0,5,47,4,0.4090909090909091,20.691524621212125,0
design,Developer_D,Tuesday,10,0,4,48,5,0.40298507462686567,20.382702114427865,0
design,Developer_D,Tuesday,10,0,8,47,4,0.39705882352941174,20.082959899237476,0
tech,Developer_J,Saturday,10,1,5,47,0,0.45454545454545453,44.97921506734007,0
tech,Developer_J,Saturday,10,1,5,48,1,0.43478260869565216,43.80287842190017,0
tech,Developer_J,Saturday,10,1,6,49,2,0.4166666666666667,42.72563368055555,0
tech,Developer_J,Saturday,10,1,7,50,3,0.4,41.18460324074074,0
tech,Developer_J,Saturday,10,1,5,51,4,0.38461538461538464,40.56921207264957,0
tech,Developer_J,Saturday,10,1,5,49,5,0.37037037037037035,39.73020833333334,1
tech,Developer_J,Saturday,10,1,6,50,6,0.39285714285714285,40.207504960317465,1
tech,Developer_N,Saturday,10,1,5,51,0,0.41090244879469073,40.216871344188284,1
research,Developer_F,Monday,10,0,8,52,1,0.3484848484848485,15.6979313973064,0
operations,Developer_G,Monday,10,0,4,49,2,0.7777777777777778,44.05414866255145,1
operations,Developer_G,Monday,10,0,2,50,3,0.8,41.27296527777778,1
operations,Developer_G,Monday,10,0,4,51,4,0.8181818181818182,38.99736005892256,0
tech,Developer_M,Monday,10,0,3,52,4,0.26666666666666666,45.881220679012344,0
product,Developer_C,Monday,10,0,7,47,0,0.5517241379310345,57.50153615900383,0
product,Developer_C,Monday,10,0,6,48,1,0.5333333333333333,57.0486786265432,0
product,Developer_I,Tuesday,10,0,3,49,6,0.6,116.72627777777775,0
product,Developer_I,Tuesday,10,0,6,50,7,0.5625,111.82017939814816,0
product,Developer_I,Tuesday,10,0,6,51,8,0.5294117647058824,107.49127042483661,0
product,Developer_I,Tuesday,10,0,3,52,9,0.5,103.64331018518519,0
product,Developer_I,Tuesday,10,0,4,53,10,0.47368421052631576,100.20040021929826,0
product,Developer_I,Tuesday,10,0,5,54,11,0.45,97.10171817129631,0
research,Developer_F,Tuesday,10,0,5,54,1,0.34328358208955223,15.484685254284136,1
design,Developer_D,Friday,10,0,4,53,2,0.391304347826087,19.791903851315087,0
tech,Developer_J,Wednesday,10,0,3,53,6,0.41379310344827586,43.79583453065135,0
tech,Developer_J,Wednesday,10,0,3,54,7,0.4,43.21202237654322,1
tech,Developer_J,Wednesday,10,0,6,55,8,0.41935483870967744,43.56361596475509,1
research,Developer_F,Wednesday,10,0,2,56,2,0.35294117647058826,15.741115536492376,0
research,Developer_F,Monday,11,0,1,54,2,0.34782608695652173,15.512986949812133,0
research,Developer_F,Monday,11,0,2,54,2,0.34285714285714286,15.291378472222222,0
tech,Developer_M,Tuesday,11,0,4,50,2,0.25,43.97082103587963,0
tech,Developer_M,Tuesday,11,0,4,51,3,0.23529411764705882,42.8928690087146,0
tech,Developer_M,Tuesday,11,0,3,52,4,0.2222222222222222,41.934760159465014,0
tech,Developer_J,Wednesday,11,0,6,50,6,0.4375,43.89319082754629,1
design,Unassigned,Wednesday,11,0,8,48,0,0.6666666666666666,20.34749614197531,0
tech,Developer_N,Wednesday,11,0,3,46,1,1.0,59.94341435185185,0
tech,Developer_J,Wednesday,11,0,3,47,7,0.45454545454545453,45.10897481762064,0
product,Developer_I,Wednesday,11,0,3,46,12,0.42857142857142855,94.29805941358025,0
product,Developer_I,Wednesday,11,0,5,47,13,0.4090909090909091,90.7397095959596,0
product,Developer_I,Wednesday,11,0,6,48,14,0.391304347826087,87.49076640499196,0
design,Unassigned,Wednesday,11,0,11,49,1,0.5,18.271067708333334,1
tech,Developer_A,Saturday,11,1,9,44,0,0.21739130434782608,36.21464707461085,0
tech,Developer_A,Saturday,11,1,11,45,1,0.21428571428571427,35.697335482804235,0
tech,Developer_A,Saturday,11,1,13,46,2,0.2112676056338028,35.19464087767345,0
tech,Developer_A,Saturday,11,1,6,47,3,0.20833333333333334,34.70591065457819,0
tech,Developer_A,Saturday,11,1,9,48,4,0.2054794520547945,34.23056665398275,0
tech,Developer_A,Saturday,11,1,11,49,5,0.20270270270270271,33.7680835523023,0
tech,Developer_A,Saturday,11,1,9,50,6,0.2,33.31794444444444,0
tech,Developer_A,Saturday,11,1,10,51,7,0.19736842105263158,32.87965947855751,0
tech,Developer_A,Saturday,11,1,13,52,8,0.19480519480519481,32.45277056277056,0
tech,Developer_A,Saturday,11,1,9,53,9,0.19230769230769232,32.0368597162868,0
tech,Developer_A,Saturday,11,1,12,54,10,0.189873417721519,31.631503018049695,0
tech,Developer_A,Saturday,11,1,11,55,11,0.1875,31.23631206597222,0
tech,Developer_A,Saturday,11,1,8,56,12,0.18518518518518517,30.850964220393234,0
tech,Developer_A,Saturday,11,1,8,57,13,0.18292682926829268,30.47503161698284,0
tech,Developer_A,Saturday,11,1,7,47,3,0.18072289156626506,30.108161395582332,0
tech,Developer_A,Sunday,11,1,19,45,1,0.17857142857142858,29.876693810626108,1
design,Unassigned,Monday,11,0,8,45,1,0.6,20.7570625,0
design,Unassigned,Monday,11,0,7,46,2,0.5,17.297640817901236,1
tech,Developer_N,Wednesday,11,0,8,46,2,0.5,43.95350694444444,1
research,Developer_F,Wednesday,11,0,3,46,2,0.3380281690140845,15.15957991001565,0
tech,Developer_H,Wednesday,11,0,2,44,0,0.36363636363636365,23.051171085858584,0
tech,Developer_A,Wednesday,11,0,3,43,1,0.18823529411764706,31.13513085511983,0
tech,Developer_A,Wednesday,11,0,4,43,1,0.18604651162790697,30.773096468561587,0
design,Developer_D,Wednesday,11,0,5,44,0,0.38571428571428573,19.553427248677256,0
design,Developer_D,Wednesday,11,0,5,45,1,0.38028169014084506,19.51191624282734,0
product,Developer_I,Friday,11,0,3,46,15,0.375,84.51256269290123,0
product,Developer_C,Friday,11,0,5,47,2,0.5161290322580645,56.62501082735961,0
product,Developer_C,Friday,11,0,3,48,3,0.5,55.012082248263894,0
product,Developer_C,Friday,11,0,5,49,4,0.48484848484848486,53.49689779741864,0
product,Developer_C,Friday,11,0,3,50,5,0.47058823529411764,52.07083231209151,0
product,Developer_I,Friday,11,0,3,51,16,0.36,81.1327148148148,0
product,Developer_C,Friday,11,0,3,52,6,0.45714285714285713,50.72626091269842,0
product,Developer_C,Friday,11,0,4,44,7,0.4444444444444444,49.456362525720166,0
tech,Developer_E,Friday,11,0,2,41,4,0.7,72.58647299382716,0
tech,Developer_E,Friday,11,0,2,40,5,0.6774193548387096,71.53198028673836,0
tech,Developer_N,Friday,11,0,2,38,3,0.6666666666666666,45.598325617283955,0
tech,Developer_H,Monday,12,0,2,33,1,0.3333333333333333,21.555679012345678,1
research,Developer_F,Monday,12,0,10,33,0,0.3333333333333333,14.9490340470679,1
tech,Developer_N,Wednesday,12,0,14,29,2,0.5,34.199441550925926,1
tech,Developer_N,Wednesday,12,0,3,25,3,0.6,38.54349305555555,0
design,Unassigned,Saturday,12,1,5,22,0,0.5714285714285714,18.491724537037037,1
design,Unassigned,Saturday,12,1,4,23,1,0.625,19.341668113425925,1
design,Unassigned,Saturday,12,1,7,24,2,0.6666666666666666,20.00268132716049,1
research,Developer_F,Tuesday,12,0,4,24,0,0.3424657534246575,14.949369450786403,0
tech,Developer_E,Wednesday,12,0,5,23,3,0.65625,69.29661747685185,1
tech,Developer_E,Wednesday,12,0,4,23,3,0.6666666666666666,69.10734217171716,1
research,Developer_F,Tuesday,12,0,11,22,1,0.33783783783783783,14.89501564064064,0
tech,Developer_E,Wednesday,1,0,3,19,3,0.6764705882352942,68.92737472766885,0
tech,Developer_H,Wednesday,1,0,7,20,1,0.38461538461538464,25.429416844729342,0
tech,Developer_A,Wednesday,1,0,2,21,1,0.1839080459770115,30.46434533312048,0
tech,Developer_A,Wednesday,1,0,5,21,1,0.18181818181818182,30.1181640625,0
product,Developer_C,Wednesday,1,0,5,21,0,0.43243243243243246,48.25498654904905,0
product,Developer_I,Wednesday,1,0,5,22,6,0.34615384615384615,78.01230324074074,0
product,Developer_C,Wednesday,1,0,5,22,0,0.42105263157894735,46.98513249269006,0
product,Developer_I,Wednesday,1,0,5,22,6,0.3333333333333333,75.12297668038408,0
design,Developer_D,Wednesday,1,0,3,20,0,0.375,19.471557034465018,1
design,Developer_D,Wednesday,1,0,2,21,1,0.3835616438356164,19.58833888254693,1
tech,Developer_E,Wednesday,1,0,2,21,3,0.6571428571428571,68.16002843915345,0
tech,Developer_E,Wednesday,1,0,6,21,3,0.6388888888888888,66.27194990997943,0
tech,Developer_E,Wednesday,1,0,7,22,4,0.6216216216216216,64.8578390890891,0
tech,Developer_E,Wednesday,1,0,5,23,5,0.6052631578947368,63.88800469054581,0
research,Developer_F,Wednesday,1,0,8,24,0,0.3333333333333333,14.762864660493827,0
design,Unassigned,Wednesday,1,0,5,25,0,0.7,20.531452546296297,0
design,Developer_D,Wednesday,1,0,6,26,2,0.3918918918918919,19.70195195195195,0
design,Developer_D,Wednesday,1,0,7,26,3,0.38666666666666666,19.625958179012343,0
design,Unassigned,Wednesday,1,0,5,27,0,0.6363636363636364,18.664989478114478,0
product,Developer_I,Wednesday,1,0,3,21,1,0.32142857142857145,73.6898900462963,0
product,Developer_I,Wednesday,1,0,3,22,2,0.3103448275862069,71.87295178799488,0
tech,Developer_J,Wednesday,1,0,8,21,2,0.4411764705882353,43.987827818627444,0
tech,Developer_J,Wednesday,1,0,5,20,1,0.42857142857142855,42.731141534391526,0
tech,Developer_N,Wednesday,1,0,5,20,0,0.5,33.245300925925925,0
research,Developer_F,Wednesday,1,0,4,21,0,0.32894736842105265,14.56959003411306,1
tech,Developer_N,Friday,1,0,9,21,1,0.42857142857142855,34.017628968253966,0
research,Developer_F,Monday,2,0,3,17,1,0.33766233766233766,14.883037367724869,1
product,Developer_I,Wednesday,2,0,4,16,2,0.3,69.47719212962963,0
product,Developer_C,Wednesday,2,0,4,17,0,0.41025641025641024,46.319357193732195,0
tech,Developer_E,Wednesday,2,0,5,14,5,0.5897435897435898,62.9678863960114,0
tech,Developer_A,Wednesday,2,0,3,15,1,0.1797752808988764,29.779759285268415,0
tech,Developer_N,Wednesday,2,0,3,10,2,0.375,34.34584490740741,0
tech,Developer_E,Wednesday,3,0,3,11,1,0.575,62.09228096064815,0
research,Unassigned,Wednesday,3,0,3,12,0,0.5833333333333334,17.1095881558642,1
research,Developer_F,Wednesday,3,0,2,13,2,0.34615384615384615,15.0344178834283,1
research,Developer_F,Wednesday,3,0,3,14,3,0.35443037974683544,15.196483239568682,1
tech,Developer_N,Saturday,3,1,7,15,3,0.3333333333333333,32.0812795781893,0
tech,Developer_N,Saturday,3,1,6,16,4,0.3,32.454708333333336,0
tech,Developer_E,Saturday,3,1,6,17,2,0.5609756097560976,60.7499508807588,0
tech,Developer_M,Sunday,3,1,5,16,0,0.21052631578947367,41.0774543128655,0
tech,Developer_E,Wednesday,3,0,6,13,3,0.5476190476190477,59.72819609788359,0
product,Developer_I,Wednesday,3,0,4,12,0,0.2903225806451613,67.23600993130226,0
product,Developer_C,Wednesday,3,0,4,13,0,0.4,45.16137644675926,0
tech,Developer_E,Wednesday,3,0,5,13,2,0.5348837209302325,58.66618001722652,0
tech,Developer_H,Wednesday,3,0,10,12,0,0.35714285714285715,26.100726686507933,0
operations,Developer_G,Thursday,3,0,2,12,0,0.75,35.747962962962966,0
product,Developer_C,Wednesday,3,0,2,10,1,0.3902439024390244,44.401070742999096,0
product,Developer_I,Tuesday,4,0,3,3,0,0.28125,65.57175962094908,0
product,Developer_C,Tuesday,4,0,3,4,1,0.38095238095238093,43.65322833994709,0
